step,value
0,10128.0
1,10074.9
2,10184.2
3,10063.5
4,10104.7
5,10080.9
6,9972.0
7,9992.0
8,10194.0
9,10192.9
10,10147.3
11,10116.5
12,9912.0
13,10083.6
14,9985.6
15,9977.6
16,9939.5
17,9935.0
18,9952.5
19,10007.4
20,10077.0
21,10431.7
22,10287.6
23,10180.6
24,10281.5
25,10267.0
26,10065.4
27,9977.0
28,10130.6
29,9957.1
30,9727.6
31,9431.0
32,9353.9
33,9611.9
34,9358.9
35,9579.3
36,9555.1
37,9468.3
38,9583.3
39,9594.3
40,9685.9
41,9850.4
42,9879.8
43,9990.9
44,9834.9
45,10024.9
46,9896.4
47,9979.2
48,9996.4
49,9882.1
50,9991.7
51,9930.7
52,9864.7
53,9709.1
54,9734.7
55,9459.6
56,9484.1
57,9523.0
58,9463.9
59,9356.5
60,9004.9
61,9039.0
62,9068.1
63,9228.6
64,9183.7
65,9035.5
66,9104.9
67,9112.2
68,9092.1
69,9056.8
70,9237.2
71,9485.0
72,9517.9
73,9555.9
74,9529.3
75,9294.9
76,9225.6
77,9069.7
78,9303.8
79,9430.7
80,9272.5
81,9327.5
82,9377.4
83,9413.1
84,9476.8
85,9390.3
86,9363.3
87,9232.9
88,9175.4
89,9054.3
90,9096.7
91,9060.4
92,9112.7
93,9027.5
94,9003.6
95,9061.1
96,9121.2
97,9102.5
98,9077.1
99,9154.8
100,9148.0
101,9107.4
102,9021.5
103,9070.9
104,9064.1
105,8981.7
106,8974.7
107,8882.6
108,9070.8
109,9125.1
110,9092.3
111,9166.0
112,9149.4
113,9253.0
114,9238.0
115,9249.5
116,9427.0
117,9427.8
118,9410.9
119,9300.9
120,9303.8
121,9327.5
122,9335.7
123,9494.4
124,9411.7
125,9694.0
126,9790.9
127,9696.2
128,9671.0
129,9637.4
130,9572.8
131,9765.3
132,10057.1
133,9911.8
134,9934.2
135,9860.2
136,9975.1
137,9923.9
138,9553.7
139,9446.8
140,9514.8
141,9389.0
142,9395.0
143,9406.2
144,9435.4
145,9292.0
146,9296.2
147,9292.9
148,9389.0
149,9421.8
150,9252.4
151,9446.9
152,9555.0
153,9525.0
154,9605.6
155,9689.5
156,9651.2
157,9531.6
158,9621.2
159,9678.2
160,9760.0
161,9759.3
162,9730.3
163,9730.5
164,9563.6
165,9344.1
166,9492.6
167,9419.5
168,9382.7
169,9422.2
170,9296.5
171,9357.5
172,9285.8
173,9213.9
174,9245.3
175,9235.1
176,9109.4
177,9164.1
178,9043.3
179,9104.3
180,9149.5
181,9119.8
182,9161.9
183,9216.7
184,9228.2
185,9276.0
186,9128.7
187,9208.4
188,9263.4
189,9485.3
190,9500.9
191,9544.1
192,9641.2
193,9659.5
194,9491.6
195,9428.7
196,9250.8
197,9346.6
198,9283.6
199,9283.1
200,9270.4
201,9308.9
202,9178.6
203,9203.3
204,9159.2
205,9168.3
206,9163.7
207,9071.6
208,9092.6
209,9003.2
210,9133.2
211,9150.3
212,9140.1
213,9175.8
214,9177.5
215,9058.4
216,9083.9
217,9091.2
218,9229.9
219,9220.4
220,9260.6
221,9209.6
222,9145.0
223,9173.2
224,9215.3
225,9185.3
226,9299.7
227,9395.9
228,9375.9
229,9312.6
230,9347.0
231,9204.4
232,9118.2
233,9237.4
234,9288.2
235,9383.4
236,9386.4
237,9386.7
238,9495.5
239,9439.0
240,9536.6
241,9631.3
242,9684.2
243,9663.5
244,9574.8
245,9576.3
246,9519.1
247,9462.0
248,9515.3
249,9452.2
250,9307.1
251,9289.2
252,9342.3
253,9485.8
254,9521.7
255,9533.2
256,9664.1
257,9645.9
258,9582.7
259,9532.3
260,9437.9
261,9425.8
262,9444.8
263,9406.5
264,9380.2
265,9407.4
266,9613.5
267,9597.4
268,9626.9
269,9628.6
270,9617.4
271,9570.9
272,9522.1
273,9430.9
274,9430.1
275,9365.5
276,9394.4
277,9215.6
278,9212.1
279,9140.9
280,9252.2
281,9209.9
282,9167.6
283,9163.4
284,9303.1
285,9350.4
286,9350.3
287,9341.6
288,9312.9
289,9274.9
290,9179.5
291,9205.1
292,9387.9
293,9341.9
294,9316.8
295,9361.6
296,9382.4
297,9362.6
298,9435.7
299,9371.0
300,9314.2
301,9310.9
302,9237.3
303,9198.6
304,9232.7
305,8981.4
306,8845.2
307,8913.7
308,8967.0
309,9056.9
310,8896.3
311,8807.0
312,8710.5
313,8786.4
314,8708.7
315,8553.5
316,8532.9
317,8553.6
318,8576.9
319,8673.2
320,8660.8
321,8615.7
322,8487.0
323,8559.9
324,8569.7
325,8297.5
326,8230.9
327,8055.3
328,7887.1
329,8003.3
330,8080.8
331,8019.6
332,8055.7
333,8098.6
334,8331.8
335,8254.3
336,8088.3
337,8139.9
338,8067.7
339,8318.3
340,8403.8
341,8217.1
342,8178.8
343,8238.6
344,8157.7
345,8201.9
346,8140.3
347,8204.4
348,8196.8
349,8075.9
350,7765.5
351,7766.6
352,7717.9
353,7479.5
354,7667.5
355,7658.0
356,7605.4
357,7652.4
358,7517.3
359,7394.8
360,6947.3
361,7051.5
362,7023.3
363,6921.5
364,6992.5
365,6856.9
366,6713.7
367,6915.7
368,6853.6
369,6843.0
370,6890.7
371,6590.3
372,6652.1
373,6858.2
374,6827.9
375,6997.8
376,6942.8
377,6897.3
378,6897.3
379,6927.5
380,6973.7
381,7029.6
382,6934.9
383,6934.9
384,7656.9
385,7762.6
386,7961.8
387,8029.9
388,7869.5
389,7805.3
390,7786.0
391,7693.1
392,7335.3
393,7573.8
394,7794.0
395,7609.8
396,7768.6
397,7735.6
398,7818.7
399,7944.0
400,8167.1
401,8159.5
402,8007.3
403,8252.1
404,8185.3
405,7993.1
406,7894.9
407,7940.9
408,7850.6
409,7903.2
410,7824.9
411,7814.5
412,7860.4
413,7760.7
414,7692.6
415,7589.3
416,7554.0
417,7570.4
418,7558.1
419,7569.1
420,7604.2
421,7742.4
422,7781.3
423,7827.1
424,7860.7
425,7665.8
426,7817.7
427,7890.5
428,7855.6
429,8038.1
430,7967.7
431,7948.5
432,8009.8
433,8098.8
434,8151.8
435,7958.1
436,7821.4
437,7594.2
438,7669.5
439,7532.8
440,7599.7
441,7940.1
442,8028.7
443,8143.9
444,8276.3
445,8338.5
446,8249.3
447,8224.1
448,8245.8
449,8219.5
450,8246.1
451,8438.1
452,8670.7
453,8963.9
454,9097.7
455,9323.4
456,9421.8
457,9730.8
458,9836.4
459,9659.7
460,9492.6
461,9539.9
462,9587.5
463,9699.9
464,9701.7
465,10033.7
466,9955.5
467,9561.1
468,9493.4
469,9451.9
470,9452.3
471,9170.1
472,9061.5
473,8940.9
474,9116.8
475,9188.0
476,8978.1
477,8940.9
478,8921.2
479,8914.2
480,8752.5
481,9013.0
482,9032.9
483,8971.3
484,9118.7
485,8974.9
486,9014.6
487,8887.6
488,8798.0
489,8623.2
490,8646.0
491,8322.3
492,8220.8
493,8048.7
494,8209.3
495,7943.9
496,7887.3
497,8119.1
498,8152.4
499,8082.2
500,8135.5
501,8218.5
502,8237.1
503,8069.0
504,8114.1
505,8332.3
506,8357.0
507,8265.3
508,8344.4
509,8151.7
510,7962.4
511,7949.2
512,7891.4
513,7956.8
514,7922.7
515,7785.9
516,7815.6
517,7423.1
518,7559.5
519,7551.8
520,7747.5
521,7815.7
522,7779.8
523,7904.6
524,7936.4
525,7941.1
526,8122.5
527,8014.9
528,7979.8
529,7846.2
530,7564.6
531,7528.3
532,7507.8
533,7605.7
534,7434.7
535,7364.2
536,7589.4
537,7506.6
538,7405.2
539,7387.0
540,7363.4
541,7141.8
542,6793.4
543,6886.7
544,6846.9
545,6672.8
546,6451.0
547,6294.6
548,6099.7
549,6003.3
550,5428.7
551,5856.6
552,5806.9
553,6346.8
554,6409.5
555,6447.7
556,6205.8
557,6277.8
558,6399.2
559,6333.8
560,6122.2
561,6221.6
562,6345.4
563,6196.0
564,6160.9
565,6238.6
566,6252.9
567,6264.9
568,6288.1
569,6235.6
570,6233.9
571,6116.8
572,6017.7
573,5937.3
574,6060.1
575,5844.8
576,5820.3
577,5867.1
578,6050.8
579,6100.5
580,6191.3
581,6183.3
582,6699.2
583,6510.4
584,6779.6
585,6767.7
586,6604.8
587,6812.1
588,7025.8
589,7027.4
590,7042.0
591,7034.7
592,7066.6
593,7387.8
594,7552.0
595,7430.8
596,7286.9
597,7233.1
598,7134.2
599,7114.1
600,7066.9
601,7253.8
602,7514.1
603,7267.0
604,7287.6
605,7312.0
606,7357.3
607,7208.4
608,7047.7
609,7149.4
610,7477.9
611,7305.1
612,7187.1
613,7325.6
614,7327.6
615,7234.8
616,7394.4
617,7380.7
618,7359.3
619,7305.6
620,7358.7
621,7295.5
622,7356.8
623,7088.4
624,7108.0
625,7092.2
626,7032.1
627,6874.9
628,6805.1
629,6657.9
630,6506.9
631,6652.1
632,6592.8
633,6774.6
634,6737.2
635,6759.4
636,6790.4
637,6932.8
638,6871.1
639,6871.1
640,6900.2
641,6845.0
642,6824.1
643,6786.4
644,6786.4
645,6713.8
646,6855.3
647,6652.1
648,6358.2
649,6335.1
650,6415.9
651,6550.9
652,6572.6
653,6422.9
654,6360.4
655,6143.8
656,6357.6
657,5994.3
658,6138.9
659,6202.8
660,6190.3
661,6130.4
662,6140.3
663,6094.9
664,6402.7
665,6314.2
666,6267.0
667,6155.1
668,6308.8
669,6195.8
670,6188.1
671,6145.9
672,6106.0
673,6035.6
674,5990.6
675,6159.9
676,6174.8
677,6134.1
678,6299.1
679,6307.5
680,6408.5
681,6322.4
682,6351.9
683,6279.3
684,6350.3
685,6444.6
686,6474.8
687,6509.0
688,6658.1
689,6753.6
690,6804.2
691,6598.7
692,6753.0
693,6584.6
694,6665.8
695,6636.1
696,6553.7
697,6548.8
698,6702.9
699,6713.7
700,6679.5
701,6881.1
702,6950.3
703,6869.4
704,6869.4
705,6823.4
706,6830.4
707,6797.2
708,6804.6
709,6723.2
710,6655.1
711,6563.5
712,6592.5
713,6523.2
714,6637.8
715,6613.7
716,6746.8
717,6794.5
718,6686.1
719,6760.0
720,6746.8
721,6937.3
722,6866.3
723,6881.9
724,6869.1
725,6811.0
726,6919.5
727,6901.1
728,6866.9
729,6870.2
730,6842.3
731,6710.3
732,6630.9
733,6668.8
734,6655.0
735,6494.1
736,6495.5
737,6489.2
738,6487.6
739,6514.1
740,6513.5
741,6657.1
742,6554.8
743,6497.5
744,6617.8
745,6639.3
746,6586.9
747,6626.0
748,6624.9
749,6651.1
750,6619.8
751,6712.7
752,6615.6
753,6595.2
754,6631.3
755,6580.7
756,6586.6
757,6662.4
758,6612.0
759,6607.4
760,6617.1
761,6613.1
762,6605.0
763,6592.6
764,6596.1
765,6581.7
766,6555.0
767,6511.1
768,6605.8
769,6750.7
770,6626.8
771,6705.4
772,6652.3
773,6700.2
774,6626.0
775,6757.2
776,6613.2
777,6624.0
778,6665.2
779,6703.1
780,6806.6
781,6846.6
782,6831.7
783,6740.9
784,6730.8
785,6727.1
786,6737.1
787,6741.5
788,6685.0
789,6599.6
790,6579.4
791,6658.1
792,6734.7
793,6629.3
794,6551.2
795,6567.6
796,6482.7
797,6491.9
798,6440.7
799,6456.2
800,6452.0
801,6445.8
802,6440.2
803,6577.5
804,6488.9
805,6491.3
806,6459.3
807,6434.4
808,6264.8
809,6236.9
810,6222.9
811,6226.1
812,6395.0
813,6307.1
814,6243.4
815,6258.0
816,6253.4
817,6190.2
818,6176.2
819,6110.4
820,6212.4
821,6126.0
822,6252.0
823,6229.8
824,6211.8
825,6203.0
826,6045.6
827,6044.4
828,6051.0
829,6077.0
830,6459.9
831,6336.6
832,6484.2
833,6211.4
834,6198.6
835,6050.8
836,6017.9
837,6026.6
838,5987.4
839,6086.0
840,5957.1
841,6054.7
842,6148.2
843,6155.9
844,6265.9
