step,value
0,326.5
1,325.0
2,351.5
3,353.0
4,363.0
5,545.5
6,602.5
7,643.5
8,664.0
9,923.0
10,995.0
11,1046.0
12,1093.0
13,1110.5
14,1128.5
15,1174.5
16,1229.5
17,1212.5
18,1206.0
19,1204.0
20,1211.0
21,1230.0
22,1231.5
23,1237.5
24,1289.0
25,1288.0
26,1366.5
27,1443.5
28,1493.5
29,1552.0
30,1629.0
31,1662.0
32,1724.0
33,1745.5
34,1747.0
35,1827.5
36,1844.0
37,1856.5
38,1854.0
39,1903.0
40,1948.0
41,1959.5
42,2011.5
43,2043.0
44,2070.0
45,2108.5
46,2084.5
47,2092.5
48,2164.0
49,2225.5
50,2308.5
51,2351.5
52,2392.5
53,2441.0
54,2447.0
55,2459.0
56,2446.5
57,2461.0
58,2501.5
59,2509.5
60,2524.5
61,2561.5
62,2576.5
63,2580.0
64,2595.0
65,2594.5
66,2562.0
67,2581.5
68,2573.0
69,2585.5
70,2604.0
71,2600.5
72,2569.5
73,2582.5
74,2569.0
75,2546.5
76,2570.5
77,2544.5
78,2546.5
79,2548.5
80,2577.0
81,2611.0
82,2653.5
83,2618.0
84,2610.5
85,2620.5
86,2611.0
87,2624.0
88,2586.5
89,2590.0
90,2545.0
91,2545.0
92,2564.5
93,2569.0
94,2594.0
95,2605.5
96,2613.0
97,2653.5
98,2655.5
99,2661.5
100,2647.5
101,2606.0
102,2578.5
103,2604.5
104,2624.5
105,2632.5
106,2654.0
107,2750.0
108,2763.5
109,2770.5
110,2831.5
111,2838.5
112,2855.5
113,2862.5
114,2871.5
115,2915.5
116,2909.5
117,2930.5
118,2965.0
119,2981.5
120,3017.5
121,3037.5
122,3034.5
123,3035.0
124,3072.5
125,3002.0
126,3035.0
127,3156.5
128,3233.0
129,3279.0
130,3305.5
131,3427.5
132,3479.0
133,3412.5
134,3443.5
135,3470.5
136,3613.0
137,3607.5
138,3736.5
139,3802.0
140,3923.5
141,4168.0
142,4343.5
143,4538.5
144,4540.0
145,4637.0
146,4720.0
147,4796.5
148,4831.5
149,4886.5
150,4786.0
151,4869.5
152,4882.5
153,5001.0
154,5060.0
155,5049.5
156,5020.5
157,5023.5
158,5044.5
159,5026.0
160,5137.0
161,5236.5
162,5315.0
163,5313.0
164,5365.0
165,5512.5
166,5537.0
167,5508.5
168,5527.5
169,5643.0
170,5926.5
171,5924.5
172,6296.0
173,6619.5
174,7189.0
175,7596.0
176,7692.0
177,8130.0
178,8283.5
179,8396.0
180,8271.0
181,8107.5
182,8129.5
183,8592.0
184,8842.5
185,9057.5
186,9260.5
187,9371.0
188,9632.5
189,9789.5
190,9668.0
191,9863.5
192,9940.0
193,9952.0
194,10435.5
195,10544.0
196,10950.0
197,11693.0
198,12386.5
199,13666.5
200,14112.5
201,14812.0
202,15035.0
203,14961.5
204,14837.5
205,14443.5
206,14491.0
207,14619.5
208,14552.5
209,15387.5
210,15539.0
211,15052.5
212,14664.0
213,14645.5
214,14374.0
215,14268.5
216,14043.0
217,14285.0
218,13892.5
219,13839.5
220,13785.0
221,13888.5
222,13899.5
223,14009.5
224,13686.0
225,13552.5
226,13225.5
227,12730.5
228,12824.5
229,11875.0
230,11550.5
231,11385.0
232,11085.0
233,10432.0
234,10303.5
235,9462.0
236,9267.0
237,8874.0
238,8556.5
239,8157.5
240,6699.5
241,5207.5
