step,value
0,4900.0
1,4880.0
2,4862.0
3,4870.0
4,4867.0
5,4830.0
6,4820.0
7,4860.0
8,4870.0
9,4870.0
10,4900.0
11,4920.0
12,4910.0
13,4970.0
14,4932.0
15,4930.0
16,4880.0
17,4880.0
18,4890.0
19,4900.0
20,4980.0
21,4985.0
22,4975.0
23,4985.0
24,4990.0
25,5037.0
26,5080.0
27,5090.0
28,5100.0
29,5105.0
30,5090.0
31,5090.0
32,5080.0
33,5080.0
34,5085.0
35,5100.0
36,5075.0
37,5080.0
38,5107.0
39,5135.0
40,5127.0
41,5075.0
42,5075.0
43,5080.0
44,5077.0
45,5077.0
46,5080.0
47,5057.0
48,5070.0
49,5105.0
50,5120.0
51,5095.0
52,5080.0
53,5045.0
54,5047.0
55,5087.0
56,5110.0
57,5212.0
58,5225.0
59,5180.0
60,5180.0
61,5170.0
62,5190.0
63,5210.0
64,5270.0
65,5240.0
66,5260.0
67,5215.0
68,5260.0
69,5290.0
70,5445.0
71,5420.0
72,5400.0
73,5400.0
74,5400.0
75,5400.0
76,5400.0
77,5400.0
78,5400.0
79,5390.0
80,5430.0
81,5375.0
82,5390.0
83,5397.0
84,5390.0
85,5350.0
86,5297.0
87,5282.0
88,5235.0
89,5155.0
90,5260.0
91,5230.0
92,5270.0
93,5290.0
94,5287.0
95,5285.0
96,5240.0
97,5230.0
98,5117.0
99,5115.0
100,5180.0
101,5230.0
102,5285.0
103,5252.0
104,5222.0
105,5160.0
106,5140.0
107,5140.0
108,5055.0
109,5175.0
110,5210.0
111,5210.0
112,5255.0
113,5260.0
114,5255.0
115,5250.0
116,5240.0
117,5280.0
118,5325.0
119,5340.0
120,5345.0
121,5300.0
122,5322.0
123,5240.0
124,5280.0
125,5275.0
126,5300.0
127,5315.0
128,5352.0
129,5342.0
130,5405.0
131,5442.0
132,5495.0
133,5695.0
134,5640.0
135,5667.0
136,5685.0
137,5665.0
138,5572.0
139,5582.0
140,5585.0
141,5622.0
142,5642.0
143,5660.0
144,5665.0
145,5762.0
146,5767.0
147,5707.0
148,5702.0
149,5680.0
150,5700.0
151,5695.0
152,5692.0
153,5722.0
154,5747.0
155,5660.0
156,5672.0
157,5630.0
158,5607.0
159,5615.0
160,5585.0
161,5690.0
162,5695.0
163,5670.0
164,5705.0
165,5697.0
166,5707.0
167,5702.0
168,5627.0
169,5727.0
170,5770.0
171,5780.0
172,5695.0
173,5695.0
174,5737.0
175,5682.0
176,5750.0
177,5850.0
178,5785.0
179,5782.0
180,5772.0
181,5810.0
182,5797.0
183,5790.0
184,5775.0
185,5770.0
186,5617.0
187,5617.0
188,5645.0
189,5615.0
190,5545.0
191,5545.0
192,5525.0
193,5512.0
194,5610.0
195,5627.0
196,5595.0
197,5625.0
198,5640.0
199,5595.0
200,5522.0
201,5380.0
202,5427.0
203,5370.0
204,5185.0
205,5270.0
206,5290.0
207,5325.0
208,5307.0
209,5312.0
210,5352.0
211,5272.0
212,5265.0
213,5255.0
214,5435.0
215,5397.0
216,5525.0
217,5505.0
218,5545.0
219,5595.0
220,5507.0
221,5510.0
222,5572.0
223,5452.0
224,5472.0
225,5575.0
226,5560.0
227,5707.0
228,5720.0
229,5715.0
230,5695.0
231,5660.0
232,5732.0
233,5740.0
234,5730.0
235,5767.0
236,5795.0
237,5847.0
238,5712.0
239,5690.0
240,5667.0
241,5737.0
242,5722.0
243,5582.0
244,5617.0
245,5575.0
246,5660.0
247,5705.0
248,5710.0
249,5715.0
250,5702.0
251,5715.0
252,5800.0
253,5835.0
254,5887.0
255,5917.0
256,5917.0
257,6005.0
258,6020.0
259,5992.0
260,5967.0
261,5982.0
262,5962.0
263,5935.0
264,6080.0
265,6090.0
266,6057.0
267,6132.0
268,6095.0
269,6110.0
270,6142.0
271,5970.0
272,5990.0
273,6097.0
274,6122.0
275,6100.0
276,6082.0
277,6120.0
278,6090.0
279,6210.0
280,6185.0
281,6272.0
282,6197.0
283,6125.0
284,6192.0
285,6017.0
286,5945.0
287,6027.0
288,5975.0
289,5912.0
290,5967.0
291,6007.0
292,5920.0
293,5940.0
294,5877.0
295,5865.0
296,5972.0
297,6035.0
298,5987.0
299,5967.0
300,5885.0
301,5797.0
302,5832.0
303,5812.0
304,5760.0
305,5722.0
306,5727.0
307,5605.0
308,5475.0
309,5385.0
310,5255.0
311,5280.0
312,5347.0
313,5295.0
