step,value
0,6548.4
1,6496.2
2,6379.3
3,6518.9
4,6544.0
5,6529.6
6,6542.5
7,6619.1
8,6561.4
9,6646.9
10,6587.9
11,6599.1
12,6630.6
13,6552.7
14,6618.6
15,6569.0
16,6572.5
17,6513.2
18,6648.2
19,6689.7
20,6646.2
21,6656.9
22,6712.1
23,6672.9
24,6680.1
25,6631.3
26,6680.1
27,6703.0
28,6803.5
29,6741.3
30,6637.2
31,6692.0
32,6685.4
33,6733.2
34,6717.7
35,6682.3
36,6652.0
37,6665.6
38,6702.7
39,6574.6
40,6591.1
41,6582.8
42,6524.6
43,6521.5
44,6552.6
45,6543.1
46,6599.1
47,6609.3
48,6648.6
49,6588.6
50,6611.5
51,6625.4
52,6603.0
53,6545.8
54,6432.0
55,6420.0
56,6335.5
57,6261.7
58,6326.4
59,6379.3
60,6380.4
61,6349.1
62,6374.6
63,6363.3
64,6416.0
65,6445.3
66,6326.3
67,6248.7
68,6315.8
69,6276.3
70,6361.1
71,6315.4
72,6330.8
73,6355.0
74,6337.7
75,6383.1
76,6450.2
77,6386.9
78,6475.4
79,6453.1
80,6373.3
81,6338.0
82,6379.4
83,6432.6
84,6476.8
85,6463.9
86,6461.1
87,6508.3
88,6559.0
89,6504.7
90,6458.7
91,6407.1
92,6422.7
93,6518.6
94,6466.2
95,6446.1
96,6367.7
97,6289.8
98,6310.4
99,6325.4
100,6415.1
101,6420.4
102,6475.5
103,6454.9
104,6316.1
105,6349.7
106,6226.4
107,6127.8
108,5982.0
109,5788.3
110,5774.4
111,5800.2
112,5699.8
113,5402.1
114,5304.0
115,5328.0
116,5105.1
117,5045.1
118,5188.8
119,5252.1
120,5391.5
121,5396.3
122,5456.8
123,5405.8
124,5501.1
125,5518.0
126,5655.8
127,5631.9
128,5594.2
129,5625.1
130,5720.6
131,5640.8
132,5726.5
133,5629.0
134,5673.9
135,5762.2
136,5688.4
137,5716.2
138,5789.3
139,5859.1
140,5875.9
141,5828.1
142,5837.8
143,5724.7
144,5668.5
145,5721.0
146,5670.2
147,5673.7
148,5748.6
149,5736.0
150,5791.2
151,5791.0
152,5700.8
153,5564.1
154,5706.4
155,5709.0
156,5769.2
157,5821.0
158,5986.8
159,5965.7
160,5946.0
161,6001.5
162,6046.4
163,5952.6
164,5905.0
165,5972.7
166,6055.1
167,6043.4
168,6125.4
169,6185.7
170,6185.8
171,6146.0
172,6025.3
173,5974.3
174,5878.7
175,5816.5
176,5729.5
177,5815.0
178,5772.7
179,5778.0
180,5775.2
181,5827.0
182,5763.1
183,5725.9
184,5898.4
185,5878.6
186,5922.2
187,6006.6
188,6026.8
189,5935.1
190,5859.7
191,5784.7
192,5701.6
193,5674.7
194,5720.8
195,5665.0
196,5744.4
197,5673.2
198,5620.9
199,5616.3
200,5688.2
201,5689.8
202,5692.3
203,5620.1
204,5630.1
205,5541.2
206,5491.6
207,5564.8
208,5560.5
209,5467.3
210,5459.3
211,5394.4
212,5361.1
213,5353.7
214,5408.6
215,5354.6
216,5323.5
217,5407.2
218,5411.7
219,5239.8
220,5250.6
221,5274.7
222,5214.3
223,5218.1
224,5205.5
225,5176.6
226,5211.9
227,5341.4
228,5448.1
229,5429.1
230,5366.7
231,5459.6
232,5481.0
233,5523.0
234,5419.5
235,5397.6
236,5419.8
237,5479.1
238,5533.4
239,5504.0
240,5541.6
241,5463.3
242,5456.5
243,5491.8
244,5548.7
245,5528.2
246,5568.6
247,5552.9
248,5598.2
249,5572.0
250,5474.2
251,5306.7
252,5291.0
253,5293.1
254,5363.2
255,5311.5
256,5315.1
257,5331.0
258,5377.2
259,5374.9
260,5387.5
261,5364.4
262,5316.8
263,5347.9
264,5341.3
265,5322.5
266,5300.9
267,5269.5
268,5296.2
269,5295.2
270,5211.8
271,5207.0
272,5210.8
273,5091.9
274,5224.0
275,5162.8
276,5131.7
277,5201.9
278,5275.0
279,5284.2
280,5298.6
281,5324.4
282,5313.7
283,5329.8
284,5333.8
285,5356.6
286,5412.4
287,5513.2
288,5506.6
289,5485.7
290,5506.6
