step,value
0,6965.0
1,6965.0
2,6965.0
3,6965.0
4,6965.0
5,6965.0
6,7115.0
7,7150.0
8,7205.0
9,7355.0
10,7505.0
11,7550.0
12,7700.0
13,7550.0
14,7400.0
15,7250.0
16,7305.0
17,7455.0
18,7605.0
19,7755.0
20,7905.0
21,7755.0
22,7605.0
23,7455.0
24,7605.0
25,7660.0
26,7810.0
27,7960.0
28,7815.0
29,7965.0
30,8115.0
31,8120.0
32,8270.0
33,8165.0
34,8250.0
35,8170.0
36,8320.0
37,8470.0
38,8620.0
39,8590.0
40,8740.0
41,8890.0
42,9040.0
43,9135.0
44,9187.0
45,9037.0
46,9050.0
47,8900.0
48,8867.0
49,8747.0
50,8597.0
51,8447.0
52,8297.0
53,8447.0
54,8335.0
55,8185.0
56,8282.0
57,8162.0
58,8025.0
59,7875.0
60,8025.0
61,8175.0
62,8112.0
63,7977.0
64,7827.0
65,7807.0
66,7715.0
67,7865.0
68,7925.0
69,7777.0
70,7665.0
71,7515.0
72,7365.0
73,7515.0
74,7585.0
75,7470.0
76,7320.0
77,7170.0
78,7020.0
79,6985.0
80,7185.0
81,7385.0
82,7310.0
83,7180.0
84,7135.0
85,7090.0
86,6890.0
87,7090.0
88,7222.0
89,7270.0
90,7285.0
91,7390.0
92,7190.0
93,7242.0
94,7195.0
95,6997.0
96,6882.0
97,6895.0
98,6990.0
99,6865.0
100,6810.0
101,7010.0
102,6810.0
103,6610.0
104,6412.0
105,6612.0
106,6775.0
107,6615.0
108,6430.0
109,6230.0
110,6430.0
111,6300.0
112,6500.0
113,6505.0
114,6380.0
115,6540.0
116,6490.0
117,6632.0
118,6832.0
119,7010.0
120,7210.0
121,7300.0
122,7255.0
123,7055.0
124,6870.0
125,7005.0
126,6937.0
127,7137.0
128,7127.0
129,7210.0
130,7357.0
131,7157.0
132,6957.0
133,6775.0
134,6742.0
135,6542.0
136,6592.0
137,6520.0
138,6470.0
139,6307.0
140,6370.0
141,6562.0
142,6570.0
143,6567.0
144,6567.0
145,6377.0
146,6475.0
147,6665.0
148,6865.0
149,6820.0
150,6940.0
151,6740.0
152,6620.0
153,6587.0
154,6415.0
155,6485.0
156,6620.0
157,6590.0
158,6675.0
159,6475.0
160,6437.0
161,6600.0
162,6755.0
163,6660.0
164,6692.0
165,6657.0
166,6857.0
167,6980.0
168,7125.0
169,7055.0
170,6927.0
171,7042.0
172,7142.0
173,7090.0
174,6967.0
175,6767.0
176,6567.0
177,6667.0
178,6635.0
179,6495.0
180,6695.0
181,6830.0
182,6880.0
183,6892.0
184,7092.0
185,6940.0
186,7140.0
187,7230.0
188,7420.0
189,7577.0
190,7430.0
191,7310.0
192,7500.0
193,7672.0
194,7585.0
195,7387.0
196,7460.0
197,7260.0
198,7172.0
199,7320.0
200,7520.0
201,7585.0
202,7470.0
203,7465.0
204,7490.0
205,7350.0
206,7365.0
207,7335.0
208,7172.0
209,7290.0
210,7402.0
211,7290.0
212,7090.0
213,6890.0
214,6927.0
215,6865.0
216,7065.0
217,7090.0
218,7260.0
219,7167.0
220,7367.0
221,7412.0
222,7392.0
223,7360.0
224,7515.0
225,7440.0
226,7240.0
227,7405.0
228,7400.0
229,7402.0
230,7602.0
231,7780.0
232,7980.0
233,7780.0
234,7580.0
235,7515.0
236,7570.0
237,7617.0
238,7417.0
239,7447.0
240,7565.0
241,7710.0
242,7537.0
243,7337.0
244,7160.0
245,7155.0
246,7072.0
247,6922.0
248,7060.0
249,7015.0
250,6815.0
251,6717.0
252,6692.0
253,6552.0
254,6605.0
255,6535.0
256,6335.0
257,6135.0
258,6335.0
259,6407.0
260,6607.0
261,6592.0
262,6500.0
263,6417.0
264,6390.0
265,6505.0
266,6317.0
267,6320.0
268,6410.0
