step,value
0,2631.0
1,2572.5
2,2597.5
3,2493.5
4,2486.0
5,2512.0
6,2525.5
7,2479.5
8,2499.5
9,2495.5
10,2557.0
11,2569.5
12,2619.5
13,2613.0
14,2644.5
15,2676.0
16,2623.5
17,2539.0
18,2558.5
19,2482.75
20,2449.5
21,2446.5
22,2535.0
23,2577.0
24,2560.5
25,2563.5
26,2540.0
27,2542.0
28,2627.5
29,2721.0
30,2704.5
31,2708.5
32,2761.5
33,2788.0
34,2838.0
35,2878.0
36,2857.35
37,2889.5
38,2938.5
39,2981.0
40,2968.5
41,3049.0
42,3006.0
43,3098.0
44,3124.5
45,3149.0
46,3095.5
47,3203.5
48,3205.0
49,3156.5
50,3050.0
51,3095.0
52,3194.5
53,3295.0
54,3266.0
55,3300.0
56,3253.5
57,3255.5
58,3299.0
59,3331.0
60,3300.0
61,3323.0
62,3434.5
63,3500.0
64,3498.5
65,3630.0
66,3620.0
67,3696.0
68,3645.0
69,3674.5
70,3796.5
71,3850.0
72,3806.2
73,3896.5
74,3670.0
75,3475.0
76,3362.5
77,3600.0
78,3820.0
79,3625.0
80,3553.5
81,3600.0
82,3801.5
83,3860.0
84,3902.0
85,3928.5
86,3943.5
87,3736.5
88,3845.5
89,3800.0
90,3680.0
91,3525.0
92,3590.0
93,3706.0
94,3810.0
95,3944.5
96,3960.5
97,4011.5
98,4151.0
99,4032.0
100,4168.5
101,4049.0
102,4060.0
103,4093.0
104,4077.0
105,4166.0
106,4177.0
107,4035.0
108,4090.0
109,4257.0
110,4297.0
111,4215.0
112,4310.0
113,4375.0
114,4385.0
115,4352.0
116,4505.0
117,4640.0
118,4525.0
119,4520.0
120,4655.0
121,4585.0
122,4580.0
123,4342.0
124,4255.0
125,4380.0
126,4510.0
127,4325.0
128,4535.0
129,4620.0
130,4760.0
131,4788.0
132,4740.0
133,4667.0
134,4386.5
135,4393.0
136,4375.0
137,4180.0
138,3956.0
139,4160.0
140,4220.0
141,4350.0
142,3950.0
143,3940.0
144,3760.0
145,3500.0
146,3200.0
147,3585.0
148,3755.0
149,3637.0
150,3425.0
151,3525.0
152,3660.0
153,3417.5
154,3784.0
155,3865.0
156,3828.0
157,3620.0
158,3595.0
159,3550.0
160,3620.0
161,3570.0
162,3400.0
163,3340.0
164,3432.0
165,3420.0
166,3625.0
167,3585.0
168,3583.0
169,3380.0
170,3294.0
171,3262.0
172,3010.0
173,3220.0
