step,value
0,8660.0
1,8653.0
2,8623.0
3,8645.0
4,8600.0
5,8580.0
6,8528.0
7,8395.0
8,8483.0
9,8490.0
10,8475.0
11,8460.0
12,8513.0
13,8448.0
14,8433.0
15,8320.0
16,8365.0
17,8410.0
18,8380.0
19,8358.0
20,8313.0
21,8070.0
22,8100.0
23,8173.0
24,8040.0
25,8033.0
26,7998.0
27,8005.0
28,8025.0
29,8048.0
30,8063.0
31,8063.0
32,8115.0
33,8108.0
34,8013.0
35,8048.0
36,8040.0
37,8055.0
38,8085.0
39,8168.0
40,8203.0
41,8180.0
42,8070.0
43,8093.0
44,8063.0
45,8005.0
46,8025.0
47,8033.0
48,8040.0
49,7983.0
50,7960.0
51,7843.0
52,7900.0
53,7960.0
54,8025.0
55,8173.0
56,8218.0
57,8218.0
58,8180.0
59,8293.0
60,8203.0
61,8255.0
62,8270.0
63,8313.0
64,8373.0
65,8380.0
66,8388.0
67,8558.0
68,8520.0
69,8550.0
70,8630.0
71,8595.0
72,8558.0
73,8595.0
74,8505.0
75,8528.0
76,8573.0
77,8675.0
78,8653.0
79,8690.0
80,8675.0
81,8770.0
82,8770.0
83,8740.0
84,8845.0
85,8880.0
86,8895.0
87,8948.0
88,9015.0
89,9080.0
90,9095.0
91,9118.0
92,9163.0
93,9095.0
94,9133.0
95,9213.0
96,9228.0
97,9183.0
98,9265.0
99,9140.0
100,8955.0
101,9073.0
102,9020.0
103,9118.0
104,9148.0
105,9140.0
106,9148.0
107,8993.0
108,9043.0
109,9110.0
110,9118.0
111,9183.0
112,9163.0
113,8875.0
114,8925.0
115,8755.0
116,8808.0
117,8808.0
118,8888.0
119,8800.0
120,8940.0
121,8993.0
122,8978.0
123,8880.0
124,9000.0
125,8993.0
126,9020.0
127,8993.0
128,9028.0
129,9028.0
130,9095.0
131,9050.0
132,9065.0
133,9008.0
134,9088.0
135,8970.0
136,9008.0
137,9015.0
138,9073.0
139,9133.0
140,9133.0
141,9080.0
142,9175.0
143,9168.0
144,9183.0
145,9118.0
146,9125.0
147,8985.0
148,9035.0
149,9103.0
150,9125.0
151,9058.0
152,9118.0
153,9008.0
154,9008.0
155,8895.0
156,8880.0
157,8903.0
158,8933.0
159,8940.0
160,8853.0
161,8888.0
162,8910.0
163,8910.0
164,8875.0
165,8808.0
166,8778.0
167,8793.0
168,8778.0
169,8800.0
170,8770.0
171,8720.0
172,8735.0
173,8653.0
174,8615.0
175,8748.0
176,8748.0
177,8815.0
178,8778.0
179,8645.0
180,8705.0
181,8735.0
182,8690.0
183,8698.0
184,8728.0
185,8785.0
186,8755.0
187,8770.0
188,8800.0
189,8910.0
190,8838.0
191,8903.0
192,8815.0
193,8705.0
194,8735.0
195,8728.0
196,8705.0
197,8588.0
198,8513.0
199,8468.0
200,8498.0
201,8498.0
202,8595.0
203,8638.0
204,8615.0
205,8638.0
206,8573.0
207,8615.0
208,8683.0
209,8720.0
210,8608.0
211,8668.0
212,8690.0
213,8735.0
214,8770.0
215,8770.0
216,8808.0
217,8845.0
218,8880.0
219,8880.0
220,8880.0
221,8895.0
222,8875.0
223,8910.0
224,8770.0
225,8748.0
226,8740.0
227,8740.0
228,8683.0
229,8720.0
230,8705.0
231,8690.0
232,8623.0
233,8550.0
234,8573.0
235,8505.0
236,8528.0
237,8558.0
238,8645.0
239,8653.0
240,8683.0
241,8668.0
242,8740.0
243,8690.0
244,8770.0
245,8668.0
246,8588.0
247,8623.0
248,8683.0
249,8728.0
250,8698.0
251,8638.0
252,8623.0
253,8653.0
254,8713.0
255,8713.0
256,8705.0
257,8728.0
258,8740.0
259,8933.0
260,8970.0
261,9015.0
262,9020.0
263,9050.0
264,9050.0
265,9118.0
266,9073.0
267,9058.0
268,9080.0
269,9043.0
270,8963.0
271,8933.0
272,8985.0
273,9043.0
274,9043.0
275,8970.0
276,8925.0
277,8868.0
278,9020.0
279,8918.0
280,8903.0
281,8720.0
282,8860.0
283,8868.0
284,8838.0
285,8910.0
286,8970.0
287,9020.0
288,9008.0
289,9035.0
290,8993.0
291,8948.0
292,8955.0
293,8888.0
294,8880.0
295,8888.0
296,8903.0
297,8948.0
298,8993.0
299,9008.0
300,8895.0
301,9028.0
302,9035.0
303,9008.0
304,9043.0
305,8978.0
306,8985.0
307,8993.0
308,8985.0
309,8948.0
310,9015.0
311,9008.0
312,8993.0
313,9008.0
314,9008.0
315,8955.0
316,8963.0
317,8853.0
318,8793.0
319,8838.0
320,8888.0
321,8845.0
322,8868.0
323,8888.0
324,8853.0
325,8823.0
326,8845.0
327,8815.0
328,8815.0
329,8763.0
330,8815.0
331,8808.0
332,8815.0
333,8748.0
334,8770.0
335,8755.0
336,8770.0
337,8793.0
338,8778.0
339,8713.0
340,8705.0
341,8698.0
342,8683.0
343,8728.0
344,8713.0
345,8713.0
346,8520.0
347,8535.0
348,8565.0
349,8550.0
350,8550.0
351,8638.0
352,8668.0
353,8638.0
354,8595.0
355,8623.0
