step,value
0,7902.9
1,7920.3
2,7846.6
3,7922.9
4,7855.9
5,7974.4
6,8058.0
7,7881.6
8,7881.7
9,7834.8
10,7806.0
11,7713.2
12,7789.2
13,7844.6
14,7611.5
15,7430.6
16,7360.6
17,7456.8
18,7353.5
19,7382.2
20,7411.2
21,7575.1
22,7552.6
23,7599.3
24,7605.4
25,7450.2
26,7512.0
27,7502.9
28,7614.2
29,7552.4
30,7584.6
31,7702.8
32,7824.9
33,7733.3
34,7681.0
35,7803.2
36,7822.6
37,7750.2
38,7729.1
39,7749.4
40,7778.4
41,7866.0
42,7855.2
43,8008.8
44,7995.1
45,7926.8
46,7973.2
47,8103.4
48,8065.1
49,7973.8
50,7995.6
51,8107.6
52,8182.9
53,8152.7
54,8161.2
55,8287.0
56,8249.9
57,8347.7
58,8315.7
59,8432.1
60,8484.4
61,8559.5
62,8655.8
63,8392.3
64,8422.4
65,8406.4
66,8275.9
67,8303.4
68,8465.4
69,8549.4
70,8487.0
71,8644.4
72,8715.9
73,8758.1
74,8865.0
75,8787.3
76,8689.1
77,8666.6
78,8573.6
79,8776.7
80,8850.6
81,8856.8
82,8864.7
83,8714.0
84,8695.6
85,8608.2
86,8686.1
87,8521.4
88,8588.6
89,8823.0
90,9102.3
91,9113.7
92,9101.4
93,9126.5
94,9190.0
95,9161.1
96,9122.2
97,9083.0
98,8991.0
99,9309.6
100,9406.2
101,9510.9
102,9491.4
103,9632.3
104,9683.2
105,9689.1
106,9602.9
107,9595.7
108,9832.8
109,9882.4
110,9917.6
111,9778.9
112,9727.6
113,9942.7
114,9852.0
115,9775.4
116,9534.4
117,9392.6
118,9098.6
119,8991.9
120,9087.4
121,9252.0
122,9040.5
123,9087.8
124,9029.4
125,8779.3
126,8866.8
127,9155.3
128,8771.1
129,8489.9
130,8688.9
131,8706.2
132,8501.6
133,8009.1
134,8340.9
135,8483.0
136,8328.1
137,8555.8
138,8652.7
139,8734.0
140,8678.8
141,8526.8
142,8479.7
143,8713.4
144,8890.7
145,9039.2
146,9097.2
147,9193.9
148,9079.6
149,9042.5
150,9192.7
151,9283.1
152,9520.2
153,9573.2
154,9550.2
155,9460.4
156,9961.0
157,9973.1
158,10020.4
159,10039.4
160,9884.0
161,9965.2
162,10048.4
163,10066.2
164,10231.4
165,9952.9
166,9864.1
167,9840.1
168,9917.3
169,9816.6
170,9858.5
171,9951.9
172,10411.9
173,10368.5
174,10457.8
175,10347.8
176,10281.7
177,10170.4
178,10157.8
179,9814.8
180,10016.6
181,9991.5
182,10263.4
183,10486.9
184,10679.2
185,10501.4
186,10495.7
187,10353.0
188,10324.6
189,10381.2
190,10713.7
191,10840.1
192,10891.8
193,10760.4
194,10401.8
195,10197.7
196,10476.3
197,10216.8
198,10000.8
199,9683.0
200,10092.0
201,9807.4
202,10029.9
203,10117.1
204,9784.1
205,10030.4
206,10194.9
207,10273.8
208,10136.3
209,10070.9
210,10506.7
211,10675.9
212,10300.7
213,10356.2
214,10419.3
215,10412.5
216,10192.9
217,10070.1
218,9833.1
219,9883.1
220,9925.4
221,9915.8
222,10199.4
223,10287.2
224,10324.4
225,10569.3
226,10699.6
227,10733.6
228,10716.6
229,10766.3
230,10501.8
231,10252.7
232,10438.8
233,10144.0
234,9860.1
235,9737.9
236,9888.1
237,9413.8
238,8858.8
239,8850.8
240,8452.7
241,7951.5
242,7777.1
243,8016.1
244,8236.8
245,7975.5
246,8204.9
247,8166.4
248,7901.3
249,8284.1
250,8428.4
251,8222.5
252,8079.9
253,7892.0
254,7786.0
255,7661.3
256,8086.2
257,8153.8
258,8461.0
259,8456.5
260,8884.8
261,8692.8
262,8796.7
263,8672.5
264,8717.6
265,8707.1
266,8982.2
267,8951.7
268,8776.3
269,8718.3
